Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-2,11,CH2_SEIDL,Trevor wants to use an inexpensive device to build a custom embedded system that can monitor a process. Which of the following options is best suited for this if he wants to minimize expense and maximize simplicity while avoiding the potential for system or device compromise?,,A. A Raspberry Pi , B. A custom FPGA , C. A repurposed desktop PC , D. An Arduino,D,"An Arduino is a microcontroller well suited for custom development of embedded systems. They are small, inexpensive, and commonly available. Unlike a Raspberry Pi, they are not a small computer, reducing their overall risk of compromise. A custom field-programmable gate array (FPGA) will typically be more complex and expensive than an Arduino, whereas a repurposed desktop PC introduces all the potential issues that a PC can include such as a vulnerable operating system or software."
Objective-2,12,CH2_SEIDL,Amanda wants to use a digital signature on an email she is sending to Maria. Which key should she use to sign the email?,,A. Maria’s public key , B. Amanda’s public key , C. Maria’s private key , D. Amanda’s private key,D,"Digital signatures are created using the signer’s private key, allowing it to be validated using their public key."
Objective-2,13,CH2_SEIDL,"Nick wants to make an encryption key harder to crack, and he increases the key length by one bit from a 128-bit encryption key to a 129-bit encryption key as an example to explain the concept. How much more work would an attacker have to do to crack the key using brute force if no other attacks or techniques could be applied?",,A. One more  , B. 129 more  , C. Twice as much  , D. Four times as much,C,"Adding one bit to a key doubles the work required. The original effort would have 2128 potential solutions, whereas the increased key length would require 2129. In real life, key lengths aren’t increased by 1; instead, they are typically increased by factors of 2, such as 128 to 265, or 1024 to 2048."
Objective-2,14,CH2_SEIDL,"Gurvinder knows that the OpenSSL passwd file protects passwords by using 1,000 rounds of MD5 hashing to help protect password information. What is this technique called?",,A.Spinning the hash , B.Key rotation , C.Key stretching , D.Hash iteration,C,"Key stretching is used to improve weak keys. One way of implementing it is by repeatedly using a hash function or a block cipher, increasing the effort that an attacker would need to exert to attack the resulting hashed or encrypted data. The rest of the options were made up."
Objective-2,15,CH2_SEIDL,Fred wants to make it harder for an attacker to use rainbow tables to attack the hashed password values he stores. What should he add to every password before it is hashed to make it impossible for the attacker to simply use a list of common hashed passwords to reveal the passwords Fred has stored if they gain access to them?,,A. A salt , B. A cipher , C. A spice , D. A trapdoor,A,"A salt is a value added to a string before it is hashed. The salt is stored so that it can be added to passwords when they are used in the future to compare to the hash. Since each salt is unique, this means that an attacker would need to generate a unique rainbow table for every salt to be able to attack the stored hashes effectively. For high-value passwords, this may be worthwhile, but for bulk lists of passwords, it is not a reasonable attack method."
Objective-2,16,CH2_SEIDL,Ian wants to send an encrypted message to Michelle using public key cryptography. What key does he need to encrypt the message?,,A. His public key  , B. His private key  , C. Her public key , D. Her private key,C,"Ian will use Michelle’s public key to encrypt the message so that only she can read it using her private key. If he wanted to sign the message, he could use his private key, and Michelle could use his public key to validate his signature. Neither Ian nor Michelle should ever reveal their private keys."
Objective-2,17,CH2_SEIDL,What key advantage does an elliptical curve cryptosystem have over an RSA-based cryptosystem?,,A. It can use a smaller key length for the same resistance to being broken. , B. It requires only a single key to encrypt and decrypt. , C. It can run on older processors. , D. It can be used for digital signatures as well as encryption.,A,"Elliptical curve cryptography (ECC) is faster because it can use a smaller key length to achieve levels of security similar to a longer RSA key (a 228-bit elliptical curve key is roughly equivalent to a 2,380-bit RSA key). Using the same key to encrypt and decrypt would be true for a symmetric encryption cryptosystem; however, neither of these are symmetric. Either algorithm can run on older processors given the right cryptographic libraries or programming, although both will be slower. Both can be used for digital signatures."
Objective-2,18,CH2_SEIDL,"What cryptographic capability ensures that even if the server’s private key is compromised,the session keys will not be compromised?",,A. Perfect forward secrecy , B. Symmetric encryption , C. Quantum key rotation , D. Diffie-Hellman key modulation,A,"Perfect forward secrecy (PFS) is used to change keys used to encrypt and decrypt data, ensuring that even if a compromise occurs, only a very small amount of data will be exposed.  Symmetric encryption uses a single key. Quantum key rotation and Diffie-Hellman key modulation are both terms made up for this question."
Objective-2,19,CH2_SEIDL,Alaina is reviewing practices for her reception desk and wants to ensure that the receptiondesk’s visitor log is accurate. What process should she add to the guard’s check-in procedure?,,A. Check the visitor’s ID against their log book entry. , B. Perform a biometric scan to validate visitor identities. , C. Require two-person integrity control. , D. Replace the guard with a security robot.,A,"Checking a visitor’s ID against their log book entry can ensure that the information they have recorded is correct and that the person’s ID matches who they claim to be. Biometric scans only work on enrolled individuals, meaning that many guests may not have biometric data enrolled. Two-person integrity control would only be useful if there was a concern that a guard was allowing unauthorized individuals into the facility. A security robot typically cannot validate a visitor’s identity from an ID and log entry. This may change as they become more advanced!"
Objective-2,20,CH2_SEIDL,"In an attempt to observe hacker techniques, a security administrator configures a nonproduction network to be used as a target so that he can covertly monitor network attacks. What isthis type of network called?",,A. Active detection , B. False subnet , C. IDS , D. Honeynet,D,Honeypots are designed to attract a hacker by appearing to be security holes that are ripe and ready for exploitation. A honeynet is a network honeypot. This security technique is used to observe hackers in action while not exposing vital network resources. An intrusion detection system (IDS) is used to detect activity that could indicate an intrusion or attack. Neither active detection nor false subnet is a common industry term.
Objective-2,21,CH2_SEIDL,What type of system is used to control and monitor power plant power generation systems?,,A. IPG , B. SEED , C. SCADA , D. ICD,C,"SCADA, or Supervisory Control and Data Acquisition systems, are commonly used to manage facilities like power plants. The rest of the options were made up."
Objective-2,22,CH2_SEIDL,What major technical component of modern cryptographic systems is likely to be susceptibleto quantum attacks?,,A. Key generation , B. Elliptical plot algorithms , C. Cubic root curve cryptography , D. Prime factorization algorithms,D,"Prime factorization algorithms and elliptic curve cryptography are believed to be vulnerable to future quantum computing–driven attacks against cryptographic systems. Although this is largely theoretical at the moment, quantum encryption may be the only reasonable response to quantum attacks against current cryptographic algorithms and systems."
Objective-2,23,CH2_SEIDL,Geoff wants to establish a contract with a company to have datacenter space that is equipped and ready to go so that he can bring his data to the location in the event of a disaster. Whattype of disaster recovery site is he looking for?,,A. A hot site , B. A cold site , C. A warm site , D. An RTO site,C,"Geoff is looking for a warm site, which has some or all of the infrastructure and systems he needs but does not have data. If a disaster occurs, Geoff can bring any equipment that he needs or wants to the site along with his organization’s data to resume operations. A hot site is a fully functional environment with all the hardware, software, and data needed to operate an organization. They are expensive to maintain and run but are used by organizations that cannot take the risk of downtime. A cold site is a location that can be brought online but does not have systems; cold sites typically have access to power and bandwidth but need to be fully equipped to operate after a disaster since they are just rented space. An RTO is a recovery time objective, and it measures how long it should take to resume operations; it is not a type of disaster recovery site."
Objective-2,24,CH2_SEIDL,Olivia needs to ensure an IoT device does not have its operating system modified by third parties after it is sold. What solution should she implement to ensure that this doesnot occur?,,A. Set a default password. , B. Require signed and encrypted firmware. , C. Check the MD5sum for new firmware versions. , D. Patch regularly.,B,"If Olivia wants to ensure that third parties will be unable to modify the operating system for Internet of Things (IoT) devices, requiring signed and encrypted firmware for operating system updates is an effective means of stopping all but the most advanced threats. Setting a default password means that a common password will be known. Checking the MD5sum for new firmware versions will help administrators validate that the firmware is legitimate, but signed and encrypted firmware is a much stronger control. Finally, regular patching may help secure the devices but won’t prevent OS modifications."
Objective-2,25,CH2_SEIDL,What statement is expected to be true for a post-quantum cryptography world?,,A. Encryption speed will be measured in qubits. , B. Nonquantum cryptosystems will no longer be secure. , C. Quantum encryption will no longer be relevant. ," D. Key lengths longer than 4,096 bits using RSA will be required.",B,"After quantum encryption and decryption technologies become mainstream, it is generally believed that nonquantum cryptosystems will be defeated with relative ease, meaning that quantum cryptography will be required to be secure. Qubits are quantum bits, not a measure of speed; quantum encryption will be the relevant solution in a post-quantum encryption world; and even very long RSA keys are expected to be vulnerable."
Objective-2,26,CH2_SEIDL,What function does counter mode perform in a cryptographic system?,,A. It reverses the encryption process. , B. It turns a block cipher into a stream cipher. , C. It turns a stream cipher into a block cipher. , D. It allows public keys to unlock private keys.,B,"Counter mode (CTR) makes a block cipher into a stream cipher by generating a keystream block using a nonrepeating sequence to fill in the blocks. This allows data to be streamed instead of waiting for blocks to be ready to send. It does not perform the reverse, turning a stream cipher into a block cipher, nor does it reverse the encryption process (decryption). Public keys cannot unlock private keys; they are both part of an asymmetric encryption process."
Objective-2,27,CH2_SEIDL,Which of the following items is not included in a blockchain’s public ledger?,,A. A record of all genuine transactions between network participants  , B. A record of cryptocurrency balances (or other data) stored in the blockchain  , C. The identity of the blockchain participants  , D. A token that identifies the authority under which the transaction was made ,D,"Blockchain public ledgers contain an identity for participants (although the identity may be semi-anonymous), the transaction record, and the balance or other data that the blockchain is used to store. Since there is no central authority, there is no token to identify authorities."
Objective-2,28,CH2_SEIDL,Suzan is responsible for application development in her company. She wants to have all web applications tested before they are deployed live. She wants to use a test system that is identical to the live server. What is this called?,,A. A production server  , B. A development server  , C. A test server  , D. A predeployment server ,C,"A test server should be identical to the production server. This can be used for functional testing as well as security testing, before deploying the application. The production server is the live server. A development server would be one the programmers use during development of a web application, and predeployment server is not a term typically used in the industry."
Objective-2,29,CH2_SEIDL,Alexandra is preparing to run automated security tests against the code that developers in her organization have completed. Which environment is she most likely to run them in if the next step is to deploy the code to production?,,A. Development  , B. Test  , C. Staging  , D. Production ,C,"Staging environments, sometimes called preproduction environments, are typically used for final quality assurance (QA) and validation before code enters the production environment as part of a deployment pipeline. Staging environments closely mirror production, allowing realistic testing and validation to be done. Development and test environments are used to create the code and for testing while it is being developed."
Objective-2,30,CH2_SEIDL,Chris wants to limit who can use an API that his company provides and be able to log usage of the API uniquely to each organization that they provide access to. What solution is most often used to do this?,,A. Firewalls with rules for each company’s public IP address  , B. User credentials for each company  , C. API keys  , D. API passwords ,C,"Application programming interface (API) keys are frequently used to meet this need.  An API key can be issued to an individual or organization, and then use of the API can be tracked to each API key. If the API key is compromised or abused, it can be revoked and a new API key can be issued. Firewall rules written to use public IP addresses can be fragile, since IP addresses may change or organizations may have a broad range of addresses that may be in use, making it hard to validate which systems or users are using the API. Credentials, including passwords, are not as frequently used as API keys."
Objective-2,31,CH2_SEIDL,Derek has been assigned to assess the security of smart meters. Which of the following is not a common concern for an embedded system like a smart meter?,,A. Eavesdropping  , B. Denial of service  , C. Remote disconnection  , D. SQL injection ,D,"Embedded systems like smart meters typically do not include a SQL server to attack, making SQL injection an unlikely issue. Derek should focus on securing the traffic from his meter, ensuring that denial-of-service (DoS) attacks are difficult to accomplish and that remotely disconnecting the meter using exposed administrative interfaces or other methods is prevented."
Objective-2,32,CH2_SEIDL,Selah wants to analyze real-world attack patterns against systems similar to what she already has deployed in her organization. She would like to see local commands on a compromised system and have access to any tools or other materials the attackers would normally deploy.  What type of technology could she use to do this?,,A. A honeypot  , B. An IPS  , C. An IDS  , D. A WAF ,A,"Honeypots are systems configured to appear to be vulnerable. Once an attacker accesses them, they capture data and tools while causing the attacker to think that they are successfully gaining control of the system. This allows defenders like Selah to study and analyze their techniques and tools without endangering their production systems. An intrusion detection system (IDS) or intrusion protection system (IPS) can detect and stop attacks, and may even capture some tools, but they are not designed to capture local commands and downloaded tools. A WAF is a web application firewall and is intended to stop attacks on web applications."
Objective-2,33,CH2_SEIDL,Charles sets up a network with intentional vulnerabilities and then instruments it so that he can watch attackers and capture details of their attacks and techniques. What has Charles set up?,,A. A black hole  , B. A honeyhole  , C. A spynet  , D. A honeynet ,D,"Honeynets are intentionally vulnerable networks set up to allow for capture and analysis of attacker techniques and tools. A black hole is a term commonly used for a system or network device where traffic is discarded, and black hole routing involves sending traffic to a null route that goes nowhere."
Objective-2,34,CH2_SEIDL,"Maria is a security engineer with a manufacturing company. During a recent investigation, she discovered that an engineer’s compromised workstation was being used to connect to SCADA systems while the engineer was not logged in. The engineer is responsible for administering the SCADA systems and cannot be blocked from connecting to them. What should Maria do to mitigate this threat?   ",,A. Install host-based antivirus software on the engineer’s system.  , B. Implement account usage auditing on the SCADA system.  , C. Implement an NIPS on the SCADA system.  , D. Use FDE on the engineer’s system. ,B,"Maria should implement ongoing auditing of the account usage on the SCADA system.  This will provide a warning that someone’s account is being used when they are not actually using it. Host-based antivirus is almost never a bad idea, but this scenario did not indicate that the compromise was due to malware, so antimalware may not address the threat. Since the engineer has access to the SCADA system, a network intrusion prevention system (NIPS) is unlikely to block them from accessing the system, and full-disk encryption (FDE) will not mitigate this threat because the system is live and running, meaning that the disk will be decrypted in use."
Objective-2,35,CH2_SEIDL,AES and DES are an example of what type of cipher? ,,A. Stream ciphers that encrypt groups of plain-text symbols all together  , B. Block ciphers that encrypt groups of plain-text symbols all together  , C. Stream ciphers that encrypt one plain-text symbol at a time  , D. Block ciphers that encrypt one plain-text symbol at a time ,B,"Both Advanced Encryption Standard (AES) and Data Encryption Standard (DES) are block ciphers. That means that they encrypt groups (blocks) of plain-text symbols together as a single block. If you know that either AES or DES is a block cipher, you can eliminate half of the options here. If you know that a block cipher works on groups of symbols or blocks of text, you can also eliminate half the options as incorrect."
Objective-2,36,CH2_SEIDL,Gerard is responsible for secure communications with his company’s e-commerce server. All communications with the server use TLS. What is the most secure option for Gerard to store the private key on the e-commerce server?    ,,A. HSM  , B. FDE  , C. SED  , D. SDN ,A,"A hardware security module (HSM) is the most secure way to store private keys for the e-commerce server. An HSM is a physical device that safeguards and manages digital keys.  Full-disk encryption (FDE) will protect the data on the e-commerce server, but it won’t help store the key. It is also difficult to fully encrypt the e-commerce server drive, since the drive will need to be in use for the e-commerce to function. A self-encrypting drive (SED) is merely automatic full-disk encryption. Software-defined networking (SDN) won’t address the issues in this scenario, since it configures networks via software and does not provide secure key storage."
Objective-2,37,CH2_SEIDL,What purpose does a transit gateway serve in cloud services? ,,A. It connects systems inside of a cloud datacenter.  , B. It connects virtual private clouds and on-premises networks.  , C. It provides an API gateway between trust zones.  , D. It allows multicloud infrastructure designs. ,B,"Transit gateways are a transit hub used to connect VPCs (virtual private clouds) to onpremises networks. You can read more about transit gateways at docs.aws.amazon.com/ vpc/latest/tgw/what-is-transit-gateway.html. IBM uses the same term, but for a very specific internal cloud connection."
Objective-2,38,CH2_SEIDL,"Web developers in your company currently have direct access to the production server and can deploy code directly to it. This can lead to unsecure code, or simply code flaws being deployed to the live system. What would be the best change you could make to mitigate this risk? ",,A. Implement sandboxing.  , B. Implement virtualized servers.  , C. Implement a staging server.  , D. Implement deployment policies. ,C,"You should implement a staging server so that code can be deployed to an intermediate staging environment. This will allow testing of security features, as well as checking to see that the code integrates with the entire system. Using third-party libraries and software development kits (SDKs) can help reduce errors and vulnerabilities in the code. Sandboxing is used to isolate a particular environment, and virtualization will not mitigate this risk. Even if the production server is virtualized, the risks are the same. Finally, deployment policies are a good idea, but they are not the most effective way to mitigate this particular risk."
Objective-2,39,CH2_SEIDL,Ian is concerned about VoIP phones used in his organization due to the use of SMS as part of their multifactor authentication rollout. What type attack should he be concerned about?    ,,A. A vishing attack  , B. A voicemail hijack  , C. An SMS token redirect  , D. A weak multifactor code injection ,C,"Ian should be concerned that attackers might be able to redirect short message service (SMS) messages sent to VoIP phones. This potential issue is one reason that some multifactor deployments do not allow SMS messages to be sent to VoIP phones in the environment, and some organizations do not allow SMS as an option, instead requiring hardware tokens or application-based multifactor authentication. Vishing is a type of phishing done via voice, voicemail hijacking would redirect voicemail to another mailbox by forwarding calls, and weak multifactor code injection was made up for this question."
Objective-2,40,CH2_SEIDL,Angela wants to ensure that IoT devices in her organization have a secure configuration when they are deployed and that they are ready for further configuration for their specific purposes. What term is used to describe these standard configurations used as part of her configuration management program?   ,,A. A baseline configuration  , B. An essential settings list  , C. A preinstall checklist  , D. A setup guide ,A,"Baseline configurations, per NIST 800-53: “Baseline configurations serve as a basis for future builds, releases, and/or changes to information systems. Baseline configurations include information about information system components (e.g., standard software packages installed on workstations, notebook computers, servers, network components, or mobile devices; current version numbers and patch information on operating systems and applications; and configuration settings/parameters), network topology, and the logical placement of those components within the system architecture. Maintaining baseline configurations requires creating new baselines as organizational information systems change over time.  Baseline configurations of information systems reflect the current enterprise architecture.”"
Objective-2,41,CH2_SEIDL,"Why is heating, ventilation, and air-conditioning (HVAC) part of organizational security planning?    ",,A. Attackers often use HVAC systems as part of social engineering exercises.  , B. HVAC systems are important for availability.  , C. HVAC systems are a primary line of network defense.  , D. None of the above ,B,"HVAC systems are an important part of the availability for systems and infrastructure.  They are also a target for attackers who target Internet of Things (IoT) or network-connected devices. They are not frequent targets for use in social engineering efforts, although they could be used that way. They are not a primary line of defense for organizations."
Objective-2,42,CH2_SEIDL,What advantage does symmetric encryption have over asymmetric encryption? ,,A. It is more secure.  , B. It is faster.  , C. It can use longer keys.  , D. It simplifies key distributions. ,B,"Symmetric encryption is typically faster than asymmetric encryption. This is why many protocols use asymmetric encryption to exchange a symmetric key, and then use that key for the rest of their transaction. It is not more secure, key length is not a meaningful difference between symmetric and asymmetric encryption, and key distribution for symmetric encryption is more challenging for larger populations using symmetric encryption if confidentiality needs to be maintained because every potential pair of communicators would need a different symmetric key."
Objective-2,43,CH2_SEIDL,Laura knows that predictability is a problem in pseudo-random number generators (PRNGs) used for encryption operations. What term describes the measure of uncertainty used to a PRNG?   ,,A. Ellipses  , B. Quantum flux  , C. Entropy  , D. Primeness ,C,"Entropy is a measure of uncertainty. Having sources of entropy (or randomness) is a key element in a PRNG. Some pseudo-random number generators rely on input from keyboards, mice, or other human-generated inputs to have a source of entropy data."
Objective-2,44,CH2_SEIDL,Which cloud service model gives the consumer the ability to use applications provided by the cloud provider over the Internet?    ,,A. SaaS  , B. PaaS  , C. IaaS  , D. Hybrid ,A,"With the software as a service (SaaS) model, the consumer has the ability to use applications provided by the cloud provider over the Internet. SaaS is a subscription service where software is licensed on a subscription basis. Platform as a service (PaaS) provides the framework and underlying tools to build applications and services. Infrastructure as a service (IaaS) provides the components of an entire network and systems infrastructure. Hybrid models use both cloud and locally hosted systems."
Objective-2,45,CH2_SEIDL,Chris sets a resource policy in his cloud environment. What type of control does this allow him to exert?    ,,A. It allows him to determine how much disk space can be used.  , B. It allows him to determine how much bandwidth can be used.  , C. It allows him to specify who has access to resources and what actions they can perform to  it. , D. It allows him to specify what actions a resource can take on specific users. ,C,Resource policies are associated with a resource and allow you to determine which principals have access to that resource as well as what actions they can take on it. Resource policies are not used to set consumption limits.
Objective-2,46,CH2_SEIDL,Chris sets up SAN replication for his organization. What has he done? ,,A. He has enabled RAID 1 to ensure that the SAN cannot lose data if a drive fails because the drives are replicated. , B. He has set up backups to a tape library for the SAN to ensure data resilience.  , C. He has built a second identical set of hardware for his SAN.  , D. He has replicated the data on one SAN to another at the block or hardware level. ,D,"Storage area network (SAN) replication copies the contents of one repository to another repository, such as an organization’s central SAN environment to a remote SAN at the hardware or block level."
Objective-2,47,CH2_SEIDL,Mike is a security analyst and has just removed malware from a virtual server. What feature of virtualization would he use to return the virtual server to a last known good state?    ,,A. Sandboxing  , B. Hypervisor  , C. Snapshot  , D. Elasticity ,C,"A snapshot is an image of the virtual machine (VM) at some point in time. It is standard practice to periodically take a snapshot of a virtual system so that you can return that system to a last known good state. Sandboxing is the process of isolating a system or software.  The hypervisor is the mechanism through which the virtual environment interacts with the hardware, and elasticity is the ability for the system to scale."
Objective-2,48,CH2_SEIDL,"Lisa is concerned about fault tolerance for her database server. She wants to ensure that if any single drive fails, it can be recovered. What RAID level would support this goal while using distributed parity bits?   ",,A. RAID 0  , B. RAID 1  , C. RAID 3  , D. RAID 5 ,D,RAID level 5 is disk striping with distributed parity. It can withstand the loss of any single disk. RAID 0 is disk striping; it does not provide any fault tolerance. RAID 1 is mirroring. It does protect against the loss of a single disk but not with distributed parity. RAID 3 is disk striping with dedicated parity. This means a dedicated drive containing all the parity bits.
Objective-2,49,CH2_SEIDL,Jarod is concerned about EMI affecting a key escrow server. Which method would be most effective in mitigating this risk?    ,,A. VLAN  , B. SDN  , C. Trusted platform module  , D. Faraday cage ,D,"A Faraday cage, named after physicist Michael Faraday, involves placing wire mesh around an area or device to block electromagnetic signals. A VLAN can segment a network but won’t block electromagnetic interference (EMI). Software-defined networking (SDN) virtualizes a network but does not protect against EMI. A Trusted Platform Module (TPM) is used for cryptographic applications."
Objective-2,50,CH2_SEIDL,John is responsible for physical security at his company. He is particularly concerned about an attacker driving a vehicle into the building. Which of the following would provide the best protection against this threat?   ,,A. A gate  , B. Bollards  , C. A security guard on duty  , D. Security cameras ,B,"The correct answer is bollards. These are large objects, often made of concrete or similar material, designed specifically to prevent a vehicle getting past them. Most gates can be breached with a vehicle. A security guard is a good idea, but they would not be able to stop a vehicle from ramming the building. Security cameras will provide evidence of a crime that was committed but won’t prevent the crime."
Objective-2,51,CH2_SEIDL,"Mark is responsible for cybersecurity at a small college. There are many computer labs that are open for students to use. These labs are monitored only by a student worker, who may or may not be very attentive. Mark is concerned about the theft of computers. Which of the following would be the best way for him to mitigate this threat?   ",,A. Cable locks  , B. FDE on the lab computers  , C. Strong passwords on the lab computers  , D. Having a lab sign-in sheet ,A,"Attaching cable locks to the computers and locking them to the table will make it more difficult for someone to steal a computer. Full-disk encryption (FDE) won’t stop someone from stealing the computer, nor will strong passwords. A sign-in sheet is a good idea and may deter some thefts, but it is not the best approach to stopping theft offered in this scenario."
Objective-2,52,CH2_SEIDL,Joanne is responsible for security at a power plant. The facility is very sensitive and security is extremely important. She wants to incorporate two-factor authentication with physical security. What would be the best way to accomplish this?   ,,A. Smartcards  , B. A mantrap with a smartcard at one door and a PIN keypad at the other door  , C. A mantrap with video surveillance  , D. A fence with a smartcard gate access ,B,"The correct answer is to incorporate two-factor authentication with a mantrap. By having a smartcard at one door (type II authentication) and a PIN number (type I authentication) at the other door, Joanne will combine strong two-factor authentication with physical security.  Smartcards by themselves, or paired with a fence, are still single-factor authentication. Video surveillance, though often a good idea, won’t help with two-factor authentication."
Objective-2,53,CH2_SEIDL,Which of the following terms refers to the process of establishing a standard for security? ,,A. Baselining  , B. Security evaluation  , C. Hardening  , D. Normalization ,A,"Baselining is the process of establishing a standard for security. A change from the original baseline configuration is referred to as baseline deviation. Security evaluations or audits check security but don’t establish security standards. Hardening is the process of securing a given system, but it does not establish security standards. Normalization is the process of removing redundant entries from a database."
